,timestamp,Asset_ID,Count,Open,High,Low,Close,Volume,VWAP,Target,Close_roll_15,Volume_roll_15,Count_roll_15,Open_15,High_15,Low_15,Close_15,VWAP_15,Volume_15,Count_15,Volume_Count,Close_roll_60,Volume_roll_60,Count_roll_60,Open_60,High_60,Low_60,Close_60,VWAP_60,Volume_60,Count_60,Close_roll_240,Volume_roll_240,Count_roll_240,Open_240,High_240,Low_240,Close_240,VWAP_240,Volume_240,Count_240
1928,1514779800,6,207.0,738.4300000000002,745.33,731.46,738.3075,162.28288445,738.5333725432929,0.0029012130188545,738.0151666666667,209.70425527999996,152.2,0.0005619353208843547,0.00986269789681891,-0.008921838623036665,0.00039602905754222874,0.0007019151543496854,0.7738654813337846,1.3600525624178714,0.7839752871980676,735.3104166666667,230.84429154833333,161.8,0.004233565093864806,0.013534327669799116,-0.005250208850056239,0.004067658830522452,0.004373544927330176,0.7029971733826557,1.2793572311495673,730.813486111111,171.92410052245836,120.08333333333333,0.010368032514094424,0.019668795090028814,0.0008842585701733032,0.010202126250752048,0.01050801234755962,0.9439216721613796,1.7238029146426093
1936,1514779860,6,128.0,737.95,745.4,730.61,737.6225,138.17792761000004,737.6407329418332,0.0041455347298788,738.0473333333334,212.09221913999997,154.73333333333332,-0.00013188822401824542,0.009913027193354755,-0.01012815820405688,-0.0005757837362722219,-0.0005510655145650168,0.6514992778626648,0.8272296423955192,1.0795150594531253,735.487875,231.6175608255,162.38333333333333,0.0033420171062706304,0.013386932523643577,-0.006654252873768148,0.0028981215940165777,0.002922839815723824,0.5965779413163879,0.7882582366827466,730.8256840277777,171.74878507,119.97916666666667,0.009701102656972879,0.01974601807434598,-0.00029516732306573957,0.009257207144718902,0.00928192536642614,0.8045351095420127,1.0668518840076402
1944,1514779920,6,129.0,737.2525,744.76,729.54,736.9375,119.10971032,737.0245696087451,0.0049926907279085,738.0755000000001,213.73758482199997,157.13333333333333,-0.001115684221229821,0.009015895936992223,-0.011631924354477612,-0.0015430375539673405,-0.0014248939319004934,0.5572707786475375,0.8209588459906662,0.9233310877519381,735.6530416666667,230.36657218199997,162.36666666666667,0.002171841868732646,0.012303422026954653,-0.008344398264515026,0.0017444885359952378,0.0018626321580621481,0.5170442447088112,0.7944980496817902,730.835267361111,171.47989704525,120.025,0.00874235676270963,0.018873936920931582,-0.0017738833705381006,0.008315003429972236,0.008433147052039168,0.694598681083704,1.0747760883149344
1951,1514779980,6,83.0,736.755,745.12,729.79,737.0775000000001,106.95212314,737.1041289646208,0.0057854857263073,738.0911666666667,217.22808266066662,155.53333333333333,-0.0018119408822873406,0.00947793019439823,-0.011310527515415041,-0.0013743063408489375,-0.0013381792258443503,0.4923494321269253,0.5336476639519931,1.28857979686747,735.7910416666667,226.01399226783334,160.1,0.0013092405177858224,0.012599111594471338,-0.008189346115341873,0.0017468750592241915,0.001783002174228901,0.47321018520507585,0.5184259837601499,730.8439861111111,170.4797073466667,119.95833333333333,0.00805539647861938,0.0193452675553051,-0.001443190154508258,0.008493031020057986,0.00852915813506257,0.6273598471313376,0.6919069121222647
1959,1514780040,6,80.0,737.1575,743.15,730.4,736.7575,100.1770476,736.8962024751222,0.0060513499295757,738.0238333333333,216.3843438713333,146.86666666666667,-0.0011745450045411783,0.006921790026275638,-0.010383789287869543,-0.0017173171587292176,-0.0015290741878076517,0.4629588527882007,0.5447117566954153,1.2522130949999999,735.9117083333333,224.00451474866668,158.43333333333334,0.001691423534790698,0.00978775856560761,-0.007517820748537606,0.0011486513806027257,0.0013368943515242229,0.4472099489262471,0.5049442457395329,730.8503090277778,170.46952970050003,119.87083333333334,0.008592910395491895,0.01668924542630875,-0.0006163338878365049,0.00805013824130387,0.008238381212225294,0.5876536867087171,0.6673850325002607
1967,1514780100,6,108.0,736.7750000000002,743.48,730.36,736.6125000000002,150.73672059999996,736.6858668546207,0.0058795988437581,737.9501666666667,197.976569292,138.93333333333334,-0.0015937436235230582,0.007465568261499524,-0.010338734210120567,-0.0018143237501481106,-0.0017147283710562432,0.7613866688318811,0.7773512476007677,1.3957103759259255,736.0194583333334,224.61171687450002,157.95,0.0010259975228313458,0.010085309407853767,-0.007718993063766182,0.0008054173962061559,0.0009050127752980507,0.6710990980235589,0.6837606837606838,730.8564965277778,170.27142245016668,119.8,0.008065424556423412,0.017124736441445992,-0.0006795660301740421,0.007844844429798463,0.007944439808890263,0.885273162289556,0.9015025041736228
1975,1514780160,6,85.0,736.8075,743.99,730.39,736.8699999999999,62.73182769,736.7841244326465,0.006810819977953,737.9533333333333,168.60606813733332,132.66666666666666,-0.0015539245930635698,0.008147005247099654,-0.010301950576562567,-0.0014691027781992933,-0.0015856505705567037,0.37206150634450214,0.6407035175879398,0.7380215022352942,736.1201666666667,219.63029976283332,156.06666666666666,0.0009332887130558618,0.010634218553219102,-0.007814737270443059,0.0010181105279201224,0.0009015627355626918,0.28562465086894046,0.5446390431439556,730.865111111111,170.09731195516667,119.75,0.00809774784350745,0.017798677683670792,-0.0006502781399915339,0.00818256965837188,0.0080660218660144,0.36879964162240564,0.7098121085594989
1983,1514780220,6,98.0,736.75,743.48,730.01,737.0625,78.00491614000002,736.5880843613996,0.0081342249041833,737.8995,156.16671200133337,127.73333333333333,-0.0015590148476966232,0.007534229274651375,-0.010749403786752357,-0.0011349446153120569,-0.0017788091243407158,0.49949771715328173,0.767223382045929,0.7959685320408165,736.2004166666667,216.48124944,154.51666666666668,0.000746234703651149,0.009839478825999188,-0.008444154235404564,0.0011703049360357078,0.000526440427006956,0.3603310510346065,0.6342357890195232,730.8749131944444,169.92642972875,119.6375,0.008006293891335992,0.017099538013684114,-0.001184095047719576,0.008430364123720691,0.007786499614692032,0.45905110973329827,0.8191411555741301
1991,1514780280,6,84.0,736.2550000000001,743.62,731.35,735.78,75.52761055999999,736.2855292290625,0.0096783734077596,737.7603333333334,154.48527918866668,127.06666666666666,-0.0020424941621957123,0.007911131389925951,-0.008726878943312186,-0.002687859274419852,-0.002001029457543091,0.48889843068970434,0.6610703043022036,0.8991382209523808,736.2634166666668,211.9849456405,152.25,-1.1431662343212553e-05,0.009942193889778416,-0.00669581644345967,-0.0006567967745673966,3.003304230932887e-05,0.3562876143482631,0.5517241379310345,730.8813819444443,169.86385162387498,119.52083333333333,0.0073253477331989185,0.017278973285320583,0.0006409629520823609,0.006679982620974685,0.007366812437851543,0.4446361591237126,0.7028063447795015
1999,1514780340,6,119.0,735.6575,739.84,730.6,735.4025,84.08206469999998,735.6043122258512,0.0093748194863048,737.524,141.14254356866667,120.0,-0.002533972899789771,0.003135316546538693,-0.009432515696182519,-0.0028806616855009113,-0.0026062751558940233,0.5957244539743862,0.9916666666666667,0.7065719722689073,736.3169583333333,207.33138344733334,151.73333333333332,-0.000896018777663366,0.004773270668664858,-0.0077945615740562454,-0.001242707563374564,-0.0009683210337676854,0.40554431896393844,0.7842706502636204,730.8872152777777,168.91285936566666,119.02916666666667,0.006505497577149229,0.012174787023477535,-0.00039304521924348666,0.006158808791438135,0.0064331953210450135,0.4977836797965576,0.999754962019113
2007,1514780400,6,151.0,735.69,739.75,729.99,735.7475,127.30162729,735.6350829634551,0.0090035932861924,737.3036666666667,125.67219761733334,119.86666666666666,-0.0021910037343905696,0.0033124531970302297,-0.009969002664816078,-0.0021128488687858055,-0.002265653500382165,1.0129657132091237,1.2597330367074528,0.8430571343708609,736.3602083333333,200.36885689966667,150.38333333333333,-0.0009105781526307631,0.004592878778789826,-0.00868857708305638,-0.0008324232870259659,-0.0009852279186223808,0.6353363953847649,1.0041006317189405,730.8941527777778,168.70658985070835,119.0125,0.006540182924956546,0.012043639856377374,-0.0012378160054688939,0.006618337790561339,0.006465533158965024,0.7545741242393176,1.2687742884150823
2015,1514780460,6,119.0,735.725,739.73,730.1,736.095,134.47225469999998,735.9317380015856,0.0084304774326784,737.0746666666668,119.42210752733332,114.6,-0.0018327910781368033,0.0035960560726098407,-0.009507687619320391,-0.0013300121951290169,-0.0015518315342335737,1.1260247996311903,1.0383944153577662,1.1300189470588233,736.4206250000001,197.68287543566666,149.2,-0.0009450492396402302,0.004483797911106278,-0.008619945780823842,-0.00044227035663248584,-0.0006640896957370815,0.6802423042645505,0.7975871313672923,730.9032256944445,168.63303067908336,119.07916666666667,0.006575342808180768,0.012004189958927552,-0.0010995537330027447,0.007078121691188587,0.006856302352083979,0.7974253570518284,0.9993351761783128
2022,1514780520,6,147.0,735.865,739.74,730.36,736.02,113.88284391000002,735.9970775454865,0.007222127948413,736.8835,113.14118215133333,116.26666666666667,-0.0013831284328174474,0.003868966684089347,-0.008892243155894769,-0.0011725141517113158,-0.0012036584296752158,1.0065551883457844,1.264334862385321,0.7747132238775511,736.4775416666668,195.44133995816668,149.66666666666666,-0.0008320641218631974,0.004420030995043637,-0.0083411788449405,-0.0006214498407571305,-0.0006525941187210242,0.5826957793800233,0.9821826280623609,730.9140277777777,168.365101431125,119.25416666666666,0.006750834217446311,0.012002929334353223,-0.0007582805056309726,0.006961448498552417,0.006930304220588433,0.6764040940906472,1.2326613325879598
2030,1514780580,6,80.0,736.0975,739.74,731.55,736.625,1671.9302643500007,736.5257560542342,0.0056083312166623,736.7596666666667,215.03142441133338,114.06666666666666,-0.0008991594382205503,0.004037030889082758,-0.007096171395262508,-0.00018279906135628597,-0.0003175360467028937,7.775283398354685,0.701344243132671,20.899128304375008,736.5327916666668,217.62170074149998,148.38333333333333,-0.0005911757782078575,0.004345014549095451,-0.006788187735249823,0.00012518459865647061,-9.552386690266067e-06,7.682736871613683,0.5391441087273953,730.9295590277778,174.55695134854167,119.11666666666666,0.007045490153696783,0.01198168048099997,0.000848478196654835,0.007761850530561011,0.007627113545214263,9.578136255436892,0.6716104659297608
2038,1514780640,6,156.0,736.6975,741.43,732.99,738.1875,856.4355800400003,737.7223443988147,0.0051638080294342,736.7403333333333,265.4536935400001,118.26666666666667,-5.814067261800986e-05,0.006345253041016142,-0.005103441615233403,0.0019623565280439967,0.0013320258634010435,3.2263087720455763,1.3190529875986472,5.489971666923079,736.6169166666667,229.2965680755,146.93333333333334,0.00010939054488587788,0.006512784258519922,-0.004935910397729617,0.0021298877455477087,0.0014995570809047325,3.7350562515091963,1.0617059891107077,730.9560902777778,176.18563837166667,118.7375,0.007823970245237136,0.014227363958871283,0.0027786693026217966,0.00984446744589911,0.009214136781256058,4.860984061784506,1.3138225076323824
2046,1514780700,6,166.0,738.9675000000002,744.0,735.08,739.28,275.82784753000004,739.0120662298381,0.0041094270120476,736.8051666666667,273.0233577453334,115.53333333333333,0.0029304444100295684,0.00971753761111579,-0.0023441603947524205,0.0033532423578088045,0.0029907513734947913,1.0102719774887634,1.4368147720715523,1.6616135393373497,736.6997916666667,229.09292176649998,145.15,0.0030734707359115214,0.009860563936997713,-0.0022011340688704722,0.003496268683690896,0.003133777699376699,1.2039998678402384,1.1436445056837754,730.9861631944444,176.571983948125,118.7375,0.010859410659946524,0.017646503861032777,0.005584805855164492,0.011282208607725844,0.010919717623411544,1.5621269091649068,1.3980418991472787
2053,1514780760,6,67.0,739.2475,746.0,735.45,739.7625,91.43215225,739.2648605799372,0.0041081497447608,736.9478333333334,269.90697272133343,111.46666666666667,0.0031156696882225754,0.012208492970999484,-0.002034550467409263,0.0038120815053355943,0.0031391535364486355,0.33875431719357435,0.6010765550239234,1.3646589888059701,736.7773333333333,223.18187480166668,141.2,0.003347056115783457,0.01243987939856044,-0.001803164039848454,0.004043467932896658,0.0033705399640094388,0.40967552733057877,0.47450424929178475,731.0208611111112,175.45320586745837,117.95416666666667,0.011190779806701773,0.02028360308947885,0.006040559651069904,0.011887191623814936,0.011214263654927966,0.5211198723782231,0.5680172383340987
2061,1514780820,6,169.0,739.5825,747.0,735.48,739.9925000000002,204.74180767,740.0111867330169,0.0038541627995665,737.1515,275.6157792113334,114.13333333333334,0.003292403636656343,0.013271750975055497,-0.002270086872120987,0.0038466168539579492,0.0038718691329694137,0.742852271578437,1.4807242990654206,1.2114899862130177,736.8554166666667,222.13384195966668,140.85,0.003694143050451146,0.013673490388850488,-0.0018683474583261858,0.004248356267752811,0.004273608546764157,0.9217047067829286,1.1998580049698262,731.0538298611112,175.65476185070835,118.16666666666667,0.011598742094941637,0.02157808943334091,0.006036251586164362,0.012152955312243483,0.01217820759125484,1.16559212806319,1.4301833568406206
2069,1514780880,6,104.0,740.3874999999998,745.85,736.41,740.7575,262.0472112499999,740.5817270394733,0.0030464764783677,737.3968333333335,285.95545175200004,115.53333333333333,0.0040475063675287195,0.011398316176713967,-0.0013391625801872906,0.004547119852631961,0.0043098035672825595,0.9163917304058432,0.9001731102135027,2.5196847235576914,736.934875,224.10581381949999,140.15,0.004674174499049313,0.012024984308234624,-0.0007124944486664838,0.005173787984152734,0.004936471698803252,1.1693012634694913,0.7420620763467712,731.0876215277779,175.84733864229167,118.14166666666667,0.012640379933167923,0.019991189742353116,0.0072537109854521106,0.013139993418271236,0.012902677132921826,1.4901971975990826,0.8802990759681174
2077,1514780940,6,148.0,740.5225,747.0,737.34,741.02,332.91133264000007,741.2109340966477,0.0044496471318504,737.681,301.4710707546667,120.06666666666666,0.003844536290015115,0.012553703301505603,-0.000462366306750864,0.004516133653843006,0.004773764355391089,1.104289482259872,1.232648528595225,2.249400896216217,737.0085833333335,220.65243238966667,135.93333333333334,0.004756479685922887,0.013465646697413059,0.00044957708915684157,0.00542807704975059,0.0056857077512986786,1.5087589519615492,1.0887690044139284,731.1234652777779,176.56916133379167,118.1,0.012773673484596824,0.021482840496087126,0.008466770887830904,0.013445270848424727,0.01370290154997287,1.8854443784249189,1.2531752751905165
2085,1514781000,6,170.0,740.4849999999999,746.03,736.37,741.0699999999998,403.96759331,740.7575081170952,0.0038383572640408,737.9781666666667,318.35312893533336,124.2,0.003391137218963951,0.010851574172059909,-0.002181529900205722,0.0041808480706065475,0.003759082533355681,1.2689292379848334,1.3687600644122382,2.3762799606470586,737.087375,221.4273514385,134.33333333333334,0.0045989368045326676,0.012059373757628455,-0.0009737303146371656,0.005388647656175038,0.004966882118924276,1.8243798279012489,1.2655086848635235,731.1592673611111,177.70497144720832,118.3875,0.012674064894056246,0.020134501847151945,0.0071013977748863085,0.013463775745698684,0.013042010208447787,2.2732486886558974,1.4359624115721676
2093,1514781060,6,184.0,741.0775,745.12,738.38,741.2024999999999,426.36932232000055,741.3832037997414,0.0028770386041983,738.267,342.5956285773334,130.8,0.003799660432526685,0.009239731445429727,0.00015304944271778392,0.003968319525675389,0.0042120879637134135,1.2445264526303117,1.4067278287461773,2.31722457782609,737.1923750000001,223.1143668946667,133.68333333333334,0.005256325669437394,0.010696396682340178,0.0016097146796284646,0.00542498476258611,0.005668753200623926,1.9109899925059126,1.3763869841665628,731.1937256944444,179.29896949808335,118.77083333333333,0.013426768951676868,0.018866839964579583,0.009780157961867968,0.013595428044825499,0.013839196482863352,2.377979770399954,1.5492018944044905
2099,1514781120,6,89.0,741.1975,747.0,738.8,742.0825,354.95734407,741.8686671671663,0.0027737895425101,738.6016666666668,361.0591237726668,130.2,0.00350836255945612,0.011306426195553469,0.0002684893878210044,0.004701664033240726,0.0044134701370469355,0.9831003309405119,0.6835637480798772,3.9882847648314605,737.312125,227.195508065,133.13333333333333,0.005255811498670272,0.013053875134767655,0.002015938327035231,0.006449112972454973,0.006160919076261029,1.562343142666569,0.6685027541311969,731.2298298611112,180.23221290575,118.48333333333333,0.013539306426990552,0.021337370063088053,0.010299433255355494,0.014732607900775133,0.014444414004581466,1.9694445201958437,0.7511605007736671
2107,1514781180,6,167.0,741.69,747.0,739.24,741.765,585.0797592800002,741.6673380199474,0.0015285783547918,739.0006666666667,395.02926702066674,135.73333333333332,0.0036325430437347513,0.010766362065040355,0.00032380834977857175,0.0037336583455994518,0.0036019880594789005,1.48110483988365,1.2303536345776032,3.503471612455091,737.4030833333333,231.6388959006667,133.1,0.005796698962285331,0.012930517983590814,0.0024879642683291302,0.005897814264150007,0.00576614397802945,2.525826921273614,1.254695717505635,731.2655902777777,182.19322783004165,118.72083333333333,0.01415464775472757,0.02128846677603317,0.010845913060771392,0.01425576305659223,0.014124092770471728,3.2113145271556958,1.4066612852279508
2115,1514781240,6,122.0,741.765,747.0,738.79,742.52,205.20092159999996,741.964105951005,0.000959408600341,739.4751666666667,403.10385748066676,135.93333333333334,0.0030917810749757917,0.010124484794416992,-0.0009269875678335753,0.004109106002622044,0.003360166929781197,0.5090522399921256,0.8974987739087787,1.6819747672131145,737.5097916666667,233.59199127200003,133.31666666666666,0.005753116451379575,0.012785820170820517,0.001734347808570057,0.0067704413790255925,0.006021502306184997,0.8784587197643225,0.9151143892986624,731.3067256944445,182.67564901608333,118.7375,0.014199512276745803,0.021232215996186774,0.010180743633936375,0.015216837204391863,0.01446789813155127,1.12330747259003,1.0274765764817348
2123,1514781300,6,117.0,742.4575,747.5,738.72,742.645,135.61403138999998,742.3517639832222,0.0011579021774619,739.935,403.6580177540001,133.66666666666666,0.003403285478989503,0.010171960762432802,-0.0016433857437299034,0.0036557933038652763,0.003260861775795718,0.3359626848107022,0.8753117206982545,1.1590942853846151,737.6113333333334,231.84320400983336,132.75,0.006548592708828275,0.01331726799227149,0.0015019214861088192,0.006801100533704064,0.006406169005634423,0.5849385664297845,0.8813559322033898,731.3482361111111,182.040976267875,118.54166666666667,0.015075900477132595,0.021844575760575902,0.01002922925441306,0.015328408302008302,0.014933476773938758,0.7449643161133275,0.9869947275922671
2131,1514781360,6,139.0,742.6800000000002,747.89,739.8,742.7225,199.02197883,742.6843722973042,0.0007971527052668,740.3768333333333,407.9613326960001,135.0,0.0031059747225725266,0.010096617520040627,-0.0007794114183446642,0.0031631982697409348,0.003111861893943577,0.4878452021782782,1.0296296296296297,1.4318127973381294,737.7188333333335,231.63110276600003,133.16666666666666,0.0067024981750654486,0.013693140972533506,0.002817112034148313,0.006759721722233712,0.006708385346436529,0.8592195799847198,1.0438047559449313,731.3901319444445,182.4203396791667,118.725,0.015318251924244243,0.022308894721712227,0.0114328657833271,0.015375475471412568,0.015324139095615086,1.0910076101164572,1.1707727942724784
2139,1514781420,6,149.0,742.685,748.0,739.48,742.225,502.84693537,742.6921864423033,0.0040400568775316,740.7905,433.8922721266668,135.13333333333333,0.002554138615591496,0.009685118698817602,-0.0017706227914147986,0.0019345724267793177,0.002563814868019549,1.1589211600966314,1.1026147015293537,3.3748116467785234,737.8245416666667,233.61306466833335,131.88333333333333,0.006565949976565298,0.013696930059791201,0.002241188569558832,0.005946383787753022,0.006575626228993287,2.152477799492529,1.1297864273979528,731.4308194444444,183.76642129975002,118.80833333333334,0.015269355458532828,0.022400335541758788,0.010944594051526412,0.014649789269720478,0.015279031710960888,2.736337421240754,1.2541207827733745
2147,1514781480,6,129.0,742.33,748.0,738.39,741.9449999999998,182.54225398000003,742.0346944083615,0.0042400422993891,741.1451666666667,334.599738102,138.4,0.0015973756917436895,0.009206465432801144,-0.003724372239971209,0.0010786038891669862,0.0011994874953362067,0.545554085055361,0.9320809248554913,1.415056232403101,737.93875,233.25121612666672,131.45,0.005933061657133756,0.01354215139819121,0.0006113137254188532,0.005414289854557133,0.005535173460726174,0.7825993665167891,0.9813617344998099,731.4696215277778,183.8892423599167,118.775,0.014738197647517716,0.02234728738857524,0.00941644971580305,0.0142194258449412,0.014340309451110313,0.9926750017421885,1.0860871395495684
2155,1514781540,6,133.0,741.99,748.7,738.39,742.3275,81.22845883000002,742.2834309140239,0.0034248534007985,741.4211666666667,282.91926335466667,136.86666666666667,0.0007669260876505369,0.00976952933667531,-0.004096699598259346,0.0012216805533444366,0.001162312694639732,0.2871082649758362,0.9717486604968338,0.6107402919548874,738.06,231.96461334583336,131.6,0.005310643878866329,0.014313247127891116,0.0004470181929564825,0.005765398344560263,0.005706030485855408,0.3501760792664416,1.0106382978723405,731.5112256944445,183.402345953,118.6,0.014223199514708712,0.02322580276373347,0.009359573828798812,0.01467795398040261,0.014618586121697936,0.4428975998530368,1.12141652613828
2163,1514781600,6,82.0,742.5225,748.88,738.96,743.0975000000002,54.86510895999999,742.7852776498975,0.0036988297696898,741.6756666666666,268.1884141166667,131.26666666666668,0.0011411325579651352,0.009666716373424063,-0.003668248405710424,0.0019152201829465325,0.0014949685192295777,0.20457673065672666,0.6246825799898424,0.6690866946341463,738.1894583333334,229.48336518100004,130.36666666666667,0.005852662985288338,0.014378246800747436,0.0010432820216128892,0.0066267506102696315,0.006206498946552724,0.23908098487542365,0.6289951419074405,731.5542777777778,183.17216420183334,118.58333333333333,0.014881754887435454,0.023407338702894565,0.01007237392375995,0.0156558425124168,0.015235590848699862,0.29952754666121295,0.691496837666901
